"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","YYYY_MM"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,8,2.60,3.91,2.60,3.49,"2014-08"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,9,2.60,3.91,2.60,3.88,"2014-09"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,10,2.60,3.91,2.60,3.94,"2014-10"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,11,2.60,3.93,2.60,4.22,"2014-11"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,12,2.60,3.79,2.60,2.30,"2014-12"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,1,2.85,5.36,2.85,5.36,"2015-01"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,2,2.85,5.20,2.85,4.60,"2015-02"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,3,2.85,4.34,2.85,2.70,"2015-03"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,4,2.90,4.30,2.90,3.70,"2015-04"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,5,2.90,3.90,2.90,2.60,"2015-05"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,6,2.90,3.60,2.90,2.70,"2015-06"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,7,2.90,3.60,2.90,4.10,"2015-07"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,8,2.90,3.59,2.90,3.63,"2015-08"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,9,2.90,3.60,2.90,3.20,"2015-09"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2015,10,2.85,3.68,2.85,3.96,"2015-10"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,1,3.91,5.09,3.91,5.09,"2008-01"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,2,3.91,5.55,3.91,6.05,"2008-02"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,3,3.91,5.47,3.91,5.32,"2008-03"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,4,3.91,5.87,3.91,7.02,"2008-04"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,5,3.91,5.73,3.91,5.20,"2008-05"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,6,3.91,5.97,3.91,7.08,"2008-06"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,7,3.91,5.98,3.91,6.05,"2008-07"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,8,3.91,6.15,3.91,7.28,"2008-08"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,9,3.91,6.21,3.91,6.70,"2008-09"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,10,3.91,6.16,3.91,5.68,"2008-10"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,11,3.91,6.29,3.91,7.77,"2008-11"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,12,3.91,6.30,3.91,6.37,"2008-12"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,1,5.43,7.38,5.43,7.38,"2009-01"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,2,5.43,6.76,5.43,6.08,"2009-02"
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,3,5.43,5.88,5.43,4.28,"2009-03"
